actual,proposed
469.4833679199219,45.261497497558594
466.0728454589844,49.63792419433594
0.0,53.756500244140625
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.6123853921890259
0.0,3.385653018951416
0.0,5.180241584777832
0.0,6.950571060180664
0.0,8.697574615478516
0.0,10.287858009338379
0.0,11.816976547241211
0.0,13.332047462463379
0.0,14.7440824508667
0.0,16.101808547973633
0.0,17.40731430053711
0.0,18.617843627929688
0.0,19.781814575195312
0.0,20.945781707763672
0.0,22.06498146057129
0.0,23.14113426208496
0.0,24.17589569091797
0.0,25.260387420654297
0.0,26.213638305664062
0.0,27.04070472717285
0.0,27.880720138549805
0.0,28.688426971435547
0.0,29.465068817138672
0.0,30.211837768554688
0.0,30.885128021240234
0.0,31.487756729125977
0.0,32.02244567871094
0.0,32.53656768798828
0.0,32.98615264892578
0.0,33.4184455871582
0.0,33.78935241699219
0.0,34.101226806640625
0.0,34.40110397338867
0.0,34.689449310302734
0.0,35.01146697998047
0.0,35.321102142333984
0.0,35.61882781982422
0.0,35.86033630371094
0.0,36.13732147216797
0.0,36.40365219116211
0.0,36.65974044799805
0.0,36.90597915649414
0.0,37.14274597167969
0.0,37.37040710449219
0.0,37.54454803466797
0.0,37.71199417114258
0.0,37.98304748535156
0.0,38.0888671875
0.0,38.235374450683594
0.0,38.33148956298828
0.0,38.37914276123047
0.0,38.38019943237305
0.0,38.29168701171875
0.0,38.1170539855957
0.0,37.90437698364258
0.0,37.69988250732422
0.0,37.45848846435547
0.0,37.226375579833984
0.0,36.958431243896484
0.0,36.65602493286133
0.0,36.36525344848633
0.0,36.17518997192383
0.0,35.90290832519531
0.0,35.596336364746094
0.0,35.25679397583008
0.0,34.975074768066406
0.0,34.61466598510742
0.0,34.26811981201172
0.0,33.934898376464844
0.0,33.56973648071289
0.0,33.173851013183594
0.0,32.837955474853516
0.0,32.51498031616211
0.0,32.204429626464844
0.0,31.81629180908203
0.0,31.443084716796875
0.0,30.99470329284668
0.0,30.518808364868164
0.0,30.016454696655273
0.0,29.488656997680664
0.0,28.98116111755371
0.0,28.493183135986328
0.0,27.979209899902344
0.0,27.44024085998535
0.0,26.922000885009766
0.0,26.378931045532227
0.0,25.76722526550293
0.0,25.1342830657959
0.0,24.525684356689453
0.0,24.03001594543457
0.0,23.598176956176758
0.0,23.138181686401367
0.0,22.695880889892578
0.0,22.27058982849121
0.0,21.861656188964844
0.0,21.513214111328125
0.0,21.17817497253418
0.0,20.811256408691406
0.0,20.413692474365234
0.0,20.031417846679688
0.0,19.57431983947754
0.0,19.045276641845703
0.0,18.536579132080078
0.0,18.09221076965332
0.0,17.709697723388672
0.0,17.341896057128906
0.0,17.033004760742188
0.0,16.825517654418945
0.0,16.62601089477539
0.0,16.389415740966797
0.0,16.161922454833984
0.0,15.898414611816406
0.0,15.6002779006958
0.0,15.313608169555664
0.0,15.082728385925293
0.0,14.681673049926758
0.0,14.161757469177246
0.0,13.527546882629395
0.0,12.828206062316895
0.0,12.111000061035156
0.0,11.466141700744629
0.0,10.935609817504883
0.0,10.425481796264648
0.0,9.800687789916992
0.0,9.110397338867188
0.0,8.40189266204834
0.0,7.720638751983643
0.0,7.020823001861572
0.0,6.303163528442383
0.0,5.568342685699463
0.0,4.95130729675293
0.0,4.358004570007324
0.0,3.7427611351013184
0.0,3.1959404945373535
0.0,2.7149152755737305
0.0,2.2523908615112305
0.0,1.852419376373291
0.0,1.5125949382781982
0.0,1.2753678560256958
0.0,1.1367881298065186
0.0,1.0483020544052124
0.0,1.0079827308654785
0.0,1.0587412118911743
0.0,1.197070837020874
0.0,1.3748434782028198
0.0,1.6353060007095337
0.0,2.0200374126434326
0.0,2.4794986248016357
0.0,2.9660518169403076
0.0,3.4786548614501953
0.0,4.016305923461914
0.0,4.578042030334473
0.0,5.207695960998535
0.0,5.947422981262207
0.0,6.792985916137695
0.0,7.7403178215026855
0.0,8.785500526428223
0.0,9.835247039794922
0.0,10.889383316040039
0.0,11.992502212524414
0.0,13.053194046020508
0.0,14.162612915039062
0.0,15.274125099182129
0.0,16.432415008544922
0.0,17.63568115234375
0.0,18.882190704345703
0.0,20.12552261352539
0.0,21.321033477783203
0.0,22.51532745361328
0.0,23.663684844970703
0.0,24.76787757873535
0.0,25.784835815429688
0.0,26.762680053710938
0.0,27.658151626586914
0.0,28.519184112548828
0.0,29.347097396850586
0.0,30.143169403076172
0.0,30.953386306762695
0.0,31.732440948486328
0.0,32.52629470825195
0.0,33.289615631103516
0.0,33.978816986083984
0.0,34.68627166748047
0.0,35.41128158569336
0.0,36.10840606689453
0.0,36.86824417114258
0.0,37.59885787963867
0.0,38.34613037109375
0.0,39.06466293334961
0.0,39.71080017089844
0.0,40.287322998046875
0.0,40.796905517578125
0.0,41.3316535949707
0.0,41.8458366394043
0.0,42.340240478515625
0.0,42.9051513671875
0.0,43.493099212646484
0.0,43.96891403198242
0.0,44.33689880371094
0.0,44.69072723388672
0.0,44.98618698120117
0.0,45.22551727294922
0.0,45.41088104248047
0.0,45.633880615234375
0.0,45.848297119140625
0.0,46.009708404541016
0.0,46.07538604736328
0.0,46.1385383605957
0.0,46.15449905395508
0.0,46.080318450927734
0.0,45.87470245361328
0.0,45.632232666015625
0.0,45.35432434082031
0.0,44.99757766723633
0.0,44.60979080200195
0.0,44.281681060791016
0.0,43.921424865722656
0.0,43.57502746582031
0.0,43.19718933105469
0.0,42.83388137817383
0.0,42.52931213378906
0.0,42.23645782470703
0.0,41.91010284423828
0.0,41.50677490234375
0.0,40.98467254638672
0.0,40.393123626708984
0.0,39.73480224609375
0.0,38.92274856567383
0.0,38.00764083862305
0.0,36.948673248291016
0.0,35.79615020751953
0.0,34.55366516113281
0.0,33.17991638183594
0.0,31.769474029541016
0.0,30.368520736694336
0.0,28.88715934753418
0.0,27.283723831176758
0.0,25.65243148803711
0.0,24.083879470825195
0.0,22.396608352661133
0.0,20.729467391967773
0.0,19.03692054748535
0.0,17.319944381713867
0.0,15.669007301330566
0.0,14.081565856933594
0.0,12.510420799255371
0.0,10.910177230834961
0.0,9.371481895446777
0.0,7.93673038482666
0.0,6.601925373077393
0.0,5.363218307495117
0.0,4.216917514801025
0.0,3.1147055625915527
0.0,2.099649667739868
0.0,1.3474482297897339
0.0,0.7584683895111084
0.0,0.28166869282722473
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1378994733095169
0.0,0.5354637503623962
0.0,1.1415510177612305
0.0,1.903377652168274
0.0,2.9044806957244873
0.0,4.090893745422363
0.0,5.410729885101318
0.0,6.858852863311768
0.0,8.385570526123047
0.0,9.943090438842773
0.0,11.530233383178711
0.0,13.0563325881958
0.0,14.702789306640625
0.0,16.285921096801758
0.0,17.808162689208984
0.0,19.2718563079834
0.0,20.634492874145508
0.0,21.85519027709961
0.0,23.028940200805664
0.0,24.068016052246094
0.0,25.02236557006836
0.0,25.89525032043457
0.0,26.645034790039062
0.0,27.321216583251953
0.0,27.971393585205078
0.0,28.641324996948242
0.0,29.195964813232422
0.0,29.639747619628906
0.0,30.111223220825195
0.0,30.654090881347656
0.0,31.17607879638672
0.0,31.633228302001953
0.0,32.02803039550781
0.0,32.40764617919922
0.0,32.81742858886719
0.0,33.25621032714844
0.0,33.72288131713867
0.0,34.261131286621094
0.0,34.7786750793457
0.0,35.27631759643555
0.0,35.754817962646484
0.0,36.25967788696289
0.0,36.7451171875
0.0,37.256649017333984
0.0,37.70374298095703
0.0,38.08888244628906
0.0,38.459205627441406
0.0,38.81528854370117
0.0,39.157676696777344
0.0,39.39736557006836
0.0,39.53831100463867
0.0,39.67383575439453
0.0,39.714622497558594
0.0,39.61955261230469
0.0,39.52813720703125
0.0,39.350711822509766
0.0,39.0905876159668
0.0,38.84046936035156
0.0,38.55520248413086
0.0,38.32567596435547
0.0,38.104976654052734
0.0,37.892765045166016
0.0,37.599185943603516
0.0,37.31690216064453
0.0,37.04547119140625
0.0,36.78448486328125
0.0,36.533531188964844
0.0,36.113182067871094
0.0,35.440425872802734
0.0,34.793540954589844
0.0,33.85819625854492
0.0,31.830629348754883
0.0,30.606374740600586
0.0,29.42920684814453
0.0,28.07349967956543
0.0,26.72517204284668
0.0,25.249652862548828
0.0,23.69659423828125
0.0,22.113740921020508
0.0,20.502243041992188
0.0,18.907962799072266
0.0,17.240711212158203
0.0,15.592820167541504
0.0,13.963550567626953
0.0,12.307416915893555
0.0,10.714981079101562
0.0,9.004742622375488
0.0,7.360282897949219
0.0,5.734307765960693
0.0,4.170870304107666
0.0,2.667564630508423
0.0,1.2220786809921265
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.9351667165756226
0.0,2.0182721614837646
0.0,3.1940104961395264
0.0,4.414051055908203
0.0,5.8557448387146
0.0,7.241988658905029
0.0,8.664443016052246
0.0,10.076950073242188
0.0,11.569417953491211
0.0,13.094009399414062
0.0,14.604726791381836
0.0,16.05733871459961
0.0,17.49884605407715
0.0,18.92967414855957
0.0,20.260705947875977
0.0,21.540544509887695
0.0,22.815921783447266
0.0,24.08700942993164
0.0,25.264446258544922
0.0,26.35183334350586
0.0,27.397397994995117
0.0,28.447511672973633
0.0,29.412473678588867
0.0,30.38508415222168
0.0,31.23076057434082
0.0,32.08867263793945
0.0,32.91358947753906
0.0,33.70677947998047
0.0,34.42469787597656
0.0,35.159767150878906
0.0,35.8665657043457
0.0,36.54617691040039
0.0,37.15488815307617
0.0,37.65066146850586
0.0,38.12736511230469
0.0,38.451446533203125
0.0,38.718299865722656
0.0,38.93012619018555
0.0,39.04427719116211
0.0,39.1540412902832
0.0,39.3491096496582
0.0,39.49190902709961
0.0,39.494930267333984
0.0,39.58736038208008
0.0,39.67623519897461
0.0,39.7169303894043
0.0,39.71129608154297
0.0,39.70588302612305
0.0,39.65591049194336
0.0,39.60786056518555
0.0,39.56166076660156
0.0,39.47247314453125
0.0,39.341949462890625
0.0,39.171688079833984
0.0,39.00796890258789
0.0,38.85055160522461
0.0,38.654422760009766
0.0,38.421077728271484
0.0,38.151947021484375
0.0,37.80363464355469
0.0,37.46872329711914
0.0,37.1019287109375
0.0,36.74924087524414
0.0,36.410118103027344
0.0,36.039276123046875
0.0,35.637935638427734
0.0,35.25203323364258
0.0,34.65715408325195
0.0,33.99563217163086
0.0,33.359554290771484
0.0,32.65841293334961
0.0,31.84994888305664
0.0,30.938291549682617
0.0,29.972169876098633
0.0,29.043209075927734
0.0,27.881399154663086
0.0,26.76427459716797
0.0,25.555828094482422
0.0,24.214807510375977
0.0,22.835840225219727
0.0,21.509910583496094
0.0,20.01116180419922
0.0,18.57005500793457
0.0,16.915800094604492
0.0,15.32516860961914
0.0,13.706192970275879
0.0,12.104722023010254
0.0,10.56484603881836
0.0,9.084195137023926
0.0,7.615729808807373
0.0,6.248507499694824
0.0,4.933870315551758
0.0,3.6697962284088135
0.0,2.4543402194976807
0.0,1.240869164466858
0.0,0.11883356422185898
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.892190158367157
0.0,1.9321850538253784
0.0,2.932180166244507
0.0,4.0280046463012695
0.0,5.171205043792725
0.0,6.315199851989746
0.0,7.549485683441162
0.0,8.781062126159668
0.0,9.96527099609375
0.0,11.10393238067627
0.0,12.243563652038574
0.0,13.339362144470215
0.0,14.393014907836914
0.0,15.406142234802246
0.0,16.335540771484375
0.0,17.184429168701172
0.0,18.04543113708496
0.0,19.710678100585938
0.0,20.340225219726562
0.0,20.90079689025879
0.0,21.439807891845703
0.0,21.958086013793945
0.0,22.456432342529297
0.0,22.935611724853516
0.0,23.396358489990234
0.0,23.839385986328125
0.0,24.2653751373291
0.0,24.674978256225586
0.0,25.11359214782715
0.0,25.535335540771484
0.0,25.851329803466797
0.0,26.11041259765625
0.0,26.225238800048828
0.0,26.29088592529297
0.0,26.398771286010742
0.0,26.457744598388672
0.0,26.38016128540039
0.0,26.260799407958984
0.0,26.10126495361328
0.0,25.858339309692383
0.0,25.57999610900879
0.0,25.312360763549805
0.0,25.01025390625
0.0,24.675003051757812
0.0,24.263118743896484
0.0,23.777549743652344
0.0,23.26589584350586
0.0,22.818681716918945
0.0,22.478195190429688
0.0,22.15080451965332
0.0,21.65695571899414
0.0,21.047809600830078
0.0,20.372568130493164
0.0,19.67853546142578
0.0,19.01119613647461
0.0,18.32476043701172
0.0,17.530433654785156
0.0,16.766658782958984
0.0,15.987497329711914
0.0,15.14877986907959
0.0,14.252793312072754
0.0,13.301740646362305
0.0,12.342507362365723
0.0,11.285877227783203
0.0,10.225123405456543
0.0,9.205166816711426
0.0,8.179676055908203
0.0,7.148864269256592
0.0,6.157699108123779
0.0,5.159895420074463
0.0,4.200469017028809
0.0,3.2779438495635986
0.0,2.3461365699768066
0.0,0.19267860054969788
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1257127970457077
0.0,1.3294782638549805
0.0,2.5317084789276123
0.0,3.7772223949432373
0.0,5.1091227531433105
0.0,6.479322910308838
0.0,7.886346817016602
0.0,9.328781127929688
0.0,10.76050090789795
0.0,12.137154579162598
0.0,13.505623817443848
0.0,14.866218566894531
0.0,16.219247817993164
0.0,17.564998626708984
0.0,18.90375518798828
0.0,20.23578453063965
0.0,21.561344146728516
0.0,22.79115867614746
0.0,23.97367286682129
0.0,25.155467987060547
0.0,26.38133430480957
0.0,27.649578094482422
184.16587829589844,28.869041442871094
0.0,30.17589569091797
0.0,31.38772201538086
0.0,32.552940368652344
0.0,33.67333984375
0.0,34.750648498535156
0.0,35.78652572631836
0.0,36.78255844116211
0.0,37.74028015136719
0.0,38.66116714477539
0.0,39.45711135864258
0.0,40.132911682128906
0.0,40.73796463012695
0.0,41.319740295410156
0.0,41.879146575927734
0.0,42.417030334472656
0.0,42.93423080444336
0.0,43.43153762817383
0.0,43.86495590209961
0.0,44.2369384765625
0.0,44.63937759399414
0.0,45.026336669921875
0.0,45.398414611816406
0.0,45.93523406982422
0.0,46.4514045715332
0.0,46.947723388671875
184.16580200195312,47.38018798828125
187.57603454589844,47.975074768066406
0.0,48.59183883666992
0.0,49.095359802246094
0.0,49.534751892089844
0.0,49.912479400634766
0.0,50.32044219970703
0.0,50.757476806640625
0.0,51.177703857421875
0.0,51.53700637817383
0.0,51.83772277832031
0.0,52.17163848876953
0.0,52.44794845581055
0.0,52.66886520385742
0.0,53.08553695678711
0.0,53.19240951538086
0.0,53.25040817260742
0.0,53.26141357421875
0.0,53.227230072021484
0.0,53.19436264038086
0.0,53.0732307434082
0.0,52.86723327636719
0.0,52.62439727783203
0.0,52.34613800048828
0.0,52.12334442138672
0.0,51.8195915222168
0.0,51.48276138305664
0.0,51.11411666870117
0.0,50.71489715576172
0.0,50.33102798461914
0.0,49.91716003417969
0.0,49.51921081542969
0.0,49.13656997680664
0.0,48.81340408325195
0.0,48.50267028808594
0.0,48.15912628173828
0.0,47.873558044433594
0.0,47.64373016357422
0.0,47.42274475097656
0.0,47.21025848388672
0.0,46.961185455322266
0.0,46.67692565917969
0.0,46.403602600097656
0.0,46.14078903198242
0.0,45.84332275390625
0.0,45.55729293823242
0.0,45.28226852416992
0.0,44.97305679321289
0.0,44.586212158203125
0.0,44.16948318481445
0.0,43.76877975463867
0.0,43.33872985839844
0.0,42.880455017089844
0.0,42.48456954956055
0.0,42.103912353515625
0.0,41.73789596557617
0.0,41.385955810546875
0.0,41.00278854370117
0.0,40.63435745239258
0.0,40.23533630371094
0.0,39.851661682128906
0.0,39.4379768371582
0.0,39.04020690917969
0.0,38.61296844482422
0.0,38.20216369628906
0.0,37.851924896240234
0.0,37.51515579223633
0.0,37.19133758544922
0.0,36.924739837646484
0.0,36.713157653808594
0.0,36.55447769165039
0.0,36.35713577270508
0.0,36.12261962890625
0.0,35.897125244140625
0.0,35.68030548095703
0.0,35.271358489990234
0.0,35.12336730957031
0.0,35.02583312988281
0.0,34.976810455322266
0.0,34.92967224121094
0.0,34.8395881652832
0.0,34.752967834472656
0.0,34.75920104980469
0.0,34.809959411621094
0.0,34.814002990722656
0.0,34.81789016723633
0.0,34.82162857055664
0.0,34.82522201538086
0.0,34.87343978881836
0.0,34.964569091796875
0.0,35.05219268798828
0.0,35.04692077636719
0.0,34.99708557128906
0.0,34.99393081665039
0.0,34.99089813232422
0.0,34.94321823120117
0.0,34.80784606933594
0.0,34.6329231262207
0.0,34.4647216796875
0.0,34.30299377441406
0.0,34.10272216796875
0.0,33.910152435302734
0.0,33.68022537231445
0.0,33.41437911987305
0.0,33.11399459838867
0.0,32.78040313720703
0.0,32.414878845214844
0.0,32.01865005493164
0.0,31.592893600463867
0.0,31.273042678833008
0.0,30.965492248535156
0.0,30.669771194458008
0.0,30.385425567626953
0.0,30.15677833557129
0.0,29.93692398071289
0.0,29.77029037475586
0.0,29.565303802490234
0.0,29.36819839477539
0.0,29.17867660522461
0.0,29.04120635986328
0.0,28.90902328491211
0.0,28.737159729003906
0.0,28.571908950805664
0.0,28.502534866333008
0.0,28.480592727661133
0.0,28.459495544433594
0.0,28.349685668945312
0.0,28.199337005615234
0.0,28.099533081054688
0.0,27.958805084228516
0.0,27.823490142822266
0.0,27.738142013549805
0.0,27.656078338623047
0.0,27.57716941833496
0.0,27.50129508972168
0.0,27.4283390045166
0.0,27.402950286865234
0.0,27.378536224365234
0.0,27.310302734375
0.0,27.19993019104004
0.0,27.183324813842773
0.0,27.212121963500977
0.0,27.19504737854004
0.0,27.044343948364258
0.0,26.899436950683594
0.0,26.71533966064453
0.0,26.53832244873047
0.0,26.323348999023438
0.0,26.11664581298828
0.0,25.917892456054688
0.0,25.726781845092773
0.0,25.54302215576172
0.0,25.366331100463867
0.0,25.196435928344727
0.0,24.963802337646484
0.0,24.898914337158203
0.0,24.791759490966797
0.0,24.6887264251709
0.0,24.544893264770508
0.0,24.406591415405273
0.0,24.31837272644043
0.0,24.233545303344727
0.0,24.107219696044922
0.0,23.94098663330078
0.0,23.691625595092773
0.0,23.40709114074707
0.0,23.133501052856445
0.0,22.825668334960938
0.0,22.484912872314453
0.0,22.11250114440918
0.0,21.754411697387695
0.0,21.454858779907227
0.0,21.166826248168945
0.0,20.88987159729004
0.0,20.623571395874023
0.0,20.367511749267578
0.0,20.121299743652344
0.0,19.884559631347656
0.0,19.656923294067383
0.0,19.393280029296875
0.0,19.1397762298584
0.0,18.896020889282227
0.0,18.66164207458496
0.0,18.436279296875
0.0,18.264345169067383
0.0,18.09902572631836
0.0,17.940065383911133
0.0,17.787216186523438
0.0,17.550722122192383
0.0,17.323320388793945
0.0,17.059907913208008
0.0,16.717098236083984
0.0,16.387474060058594
0.0,15.981000900268555
0.0,15.54539680480957
0.0,15.171311378479004
0.0,14.856376647949219
0.0,14.598319053649902
0.0,14.350186347961426
0.0,14.20112419128418
0.0,14.013031005859375
0.0,13.832173347473145
0.0,13.658270835876465
0.0,13.446293830871582
0.0,13.19770622253418
0.0,13.003442764282227
0.0,12.816651344299316
0.0,12.637044906616211
0.0,12.509109497070312
0.0,12.43085765838623
0.0,12.31085205078125
0.0,12.061171531677246
0.0,11.821094512939453
0.0,11.635014533996582
0.0,11.45609188079834
0.0,11.239286422729492
0.0,10.986056327819824
0.0,10.697806358337402
0.0,10.465402603149414
0.0,10.19717788696289
0.0,9.894506454467773
0.0,9.558712005615234
0.0,9.191068649291992
0.0,8.837566375732422
0.0,8.452896118164062
0.0,8.08302116394043
0.0,7.7721357345581055
0.0,7.473207473754883
0.0,7.185776710510254
0.0,6.909400463104248
0.0,6.598890781402588
0.0,6.300323963165283
0.0,5.968476295471191
0.0,5.604629039764404
0.0,5.254775524139404
0.0,4.8736186027526855
0.0,4.462357997894287
0.0,4.022150993347168
0.0,3.554111957550049
0.0,3.0593109130859375
0.0,2.583540439605713
0.0,2.2155959606170654
0.0,1.9065669775009155
0.0,1.6094235181808472
0.0,1.2789450883865356
0.0,0.9164139032363892
0.0,0.6125897765159607
0.0,0.36521467566490173
0.0,0.17211760580539703
0.0,0.03120703622698784
0.0,0.030006766319274902
0.0,0.1631433218717575
0.0,0.2911592423915863
0.0,0.414251446723938
0.0,0.39831870794296265
0.0,0.3829987645149231
0.0,0.41303157806396484
0.0,0.4419093132019043
0.0,0.46967634558677673
0.0,0.5859025120735168
0.0,0.6976584792137146
0.0,0.849875807762146
0.0,1.0857657194137573
0.0,1.4021100997924805
0.0,1.7958106994628906
0.0,2.219132423400879
0.0,2.7156996726989746
0.0,3.1931681632995605
0.0,3.8313229084014893
0.0,4.44493293762207
0.0,5.034943103790283
0.0,5.602260112762451
0.0,6.147757530212402
0.0,6.672274112701416
0.0,7.17661714553833
0.0,7.706326007843018
0.0,8.21566104888916
0.0,8.660642623901367
0.0,9.043750762939453
0.0,9.41212272644043
0.0,9.766327857971191
0.0,10.106908798217773
0.0,10.434391021728516
0.0,10.704513549804688
0.0,11.009010314941406
0.0,11.301795959472656
